NO_PRODUK,NO_PELANGGAN,NO_WAKTU,JUMLAH_PENJUALAN
52170,515700,3,1
52220,515700,3,2
52280,515700,3,2
51250,,3,5
51265,,3,5
51990,,3,1
52135,,3,1
52280,,3,1
52220,,3,1
50140,,6,1
51390,,6,5
51390,,15,20
51390,543090,15,10
51390,,15,20
51640,,78,2
51645,,78,2
51650,,78,1
51910,,78,3
52135,,78,1
52150,,78,9
52170,,78,7
52280,,78,1
51640,,104,3
51645,,104,4
51650,,104,2
51890,,104,2
51900,,104,2
51910,,104,2
52150,,104,4
52170,,104,4
51640,,2,2
51645,,2,2
51650,,2,1
51890,,2,4
51900,,2,4
51910,,2,4
52135,,2,1
52150,,2,4
52170,,2,4
52220,,2,2
52280,,2,3
51890,,94,2
51900,,94,2
51910,,94,2
52150,,94,5
52170,,94,5
51020,509260,96,32
51025,509260,96,32
51040,509260,96,85
51045,509260,96,95
51055,509260,96,98
51005,509260,96,111
51010,505580,96,26
51015,505580,96,43
51020,505580,96,49
51025,505580,96,26
51040,505580,96,43
51050,505580,96,20
51055,505580,96,57
51005,505580,96,70
51045,505580,96,73
50095,504690,96,3
51005,504690,96,71
51010,504690,96,31
51015,504690,96,19
51020,504690,96,47
51025,504690,96,58
51040,504690,96,50
51045,504690,96,69
51050,504690,96,22
51055,504690,96,53
51125,504690,96,1
50095,515340,96,3
51005,515340,96,36
51010,515340,96,18
51015,515340,96,18
51020,515340,96,12
51025,515340,96,12
51040,515340,96,12
51045,515340,96,32
51055,515340,96,32
51005,509260,73,72
51020,509260,73,3
51025,509260,73,39
51045,509260,73,55
51055,509260,73,55
51125,509260,73,2
50600,531300,12,1
,531300,12,1
50610,531300,12,6
50620,531300,12,6
50630,531300,12,1
50670,531300,12,2
50680,531300,12,1
50690,531300,12,1
50720,531300,12,1
50730,531300,12,6
50740,531300,12,12
50750,531300,12,6
50760,531300,12,6
50770,531300,12,1
51685,,12,1
50600,512730,12,2
50610,512730,12,2
50620,512730,12,6
50630,512730,12,8
50660,512730,12,3
50670,512730,12,2
50680,512730,12,4
50385,511300,12,12
50550,511300,12,3
51415,511300,12,24
50040,,12,3
50940,,12,3
51775,,12,3
51915,,12,3
51800,,12,4
51830,,12,4
51835,,12,1
51845,,12,6
51850,,12,6
51875,,12,4
51930,,12,4
51940,,12,4
51950,,12,4
51985,,12,2
52130,,12,2
52150,,12,1
52170,,12,2
52185,,12,12
52275,,12,2
51555,,12,6
51565,,12,3
51575,,12,1
51580,,12,1
50285,518650,12,3
50315,518650,12,3
50400,518650,12,1
50410,518650,12,1
50430,518650,12,1
50905,518650,12,1
50910,518650,12,1
50915,518650,12,1
51175,518650,12,2
51180,518650,12,3
51190,518650,12,2
51205,518650,12,2
51210,518650,12,3
51220,518650,12,2
51240,518650,12,3
51795,518650,12,6
51800,518650,12,6
51825,518650,12,3
51830,518650,12,6
51835,518650,12,6
51855,518650,12,6
51870,518650,12,3
51875,518650,12,6
51920,518650,12,3
51945,518650,12,3
51985,518650,12,3
52120,518650,12,3
52130,518650,12,3
52190,518650,12,6
52205,518650,12,3
52215,518650,12,3
52275,518650,12,3
51010,505580,73,46
51015,505580,73,64
51020,505580,73,64
51025,505580,73,46
51040,505580,73,64
51050,505580,73,46
51005,505580,73,123
51045,505580,73,120
51055,505580,73,111
50600,505790,12,3
51005,504690,73,63
51010,504690,73,34
51015,504690,73,12
51020,504690,73,38
51025,504690,73,40
51040,504690,73,50
51045,504690,73,58
51050,504690,73,3
51055,504690,73,48
51125,504690,73,2
51005,515340,73,16
51020,515340,73,6
51025,515340,73,6
51040,515340,73,6
51045,515340,73,16
51055,515340,73,16
51125,515340,73,2
50155,500240,12,1
51260,500240,12,1
51290,500240,12,1
51005,509260,109,119
51010,509260,109,12
51020,509260,109,44
51025,509260,109,44
51040,509260,109,89
51045,509260,109,101
51055,509260,109,101
51005,505580,109,103
51010,505580,109,32
51015,505580,109,33
51020,505580,109,33
51025,505580,109,14
51040,505580,109,33
51045,505580,109,51
51050,505580,109,14
51055,505580,109,41
50095,504690,109,2
51005,504690,109,77
51010,504690,109,13
51020,504690,109,31
51025,504690,109,25
51040,504690,109,28
51045,504690,109,36
51050,504690,109,6
51055,504690,109,26
50445,521080,18,2
50455,521080,18,1
51130,521080,18,1
51685,521080,18,1
51775,521080,18,3
51835,521080,18,6
51855,521080,18,6
51915,521080,18,3
52160,521080,18,1
52180,521080,18,1
51005,505580,44,134
51010,505580,44,53
51015,505580,44,75
51020,505580,44,89
51025,505580,44,44
51040,505580,44,79
51045,505580,44,106
51050,505580,44,24
51055,505580,44,111
50095,504690,44,4
51005,504690,44,88
51010,504690,44,27
51015,504690,44,12
51020,504690,44,19
51025,504690,44,19
51040,504690,44,29
51045,504690,44,61
51055,504690,44,50
51005,509260,44,79
51020,509260,44,23
51025,509260,44,23
51040,509260,44,68
51045,509260,44,73
51055,509260,44,70
51005,515340,44,42
51010,515340,44,36
51015,515340,44,24
51020,515340,44,24
51025,515340,44,24
51045,515340,44,36
51055,515340,44,38
51125,515340,44,1
50095,505580,64,1
51005,505580,64,62
51010,505580,64,39
51015,505580,64,45
51020,505580,64,45
51025,505580,64,39
51040,505580,64,45
51045,505580,64,84
51050,505580,64,39
51055,505580,64,87
50095,504690,64,1
51005,504690,64,31
51010,504690,64,7
51015,504690,64,3
51020,504690,64,17
51025,504690,64,21
51040,504690,64,18
51045,504690,64,35
51055,504690,64,23
51125,504690,64,4
51005,515340,64,26
51010,515340,64,9
51015,515340,64,15
51020,515340,64,6
51025,515340,64,6
51045,515340,64,24
51055,515340,64,26
51125,515340,64,2
51005,509260,64,77
51025,509260,64,12
51040,509260,64,39
51045,509260,64,69
51055,509260,64,51
51125,509260,64,2
50095,509260,107,5
51005,509260,107,52
51040,509260,107,45
51045,509260,107,45
51055,509260,107,45
51005,505580,107,50
51010,505580,107,22
51015,505580,107,34
51020,505580,107,34
51025,505580,107,24
51040,505580,107,34
51045,505580,107,51
51050,505580,107,6
51055,505580,107,43
51005,515340,107,71
51010,515340,107,69
51015,515340,107,45
51020,515340,107,24
51025,515340,107,24
51045,515340,107,62
51055,515340,107,62
50095,504690,107,1
51010,504690,107,43
51015,504690,107,14
51020,504690,107,37
51025,504690,107,30
51040,504690,107,42
51055,504690,107,56
51125,504690,107,1
51005,504690,107,60
51045,504690,107,72
50730,506840,23,6
50760,506840,23,6
51005,506840,23,12
51010,506840,23,12
51015,506840,23,12
51025,506840,23,12
51045,506840,23,12
51055,506840,23,12
51585,506840,23,3
51640,506840,23,1
51645,506840,23,1
51650,506840,23,1
51695,506840,23,1
51775,506840,23,1
51835,506840,23,1
51855,506840,23,2
51915,506840,23,2
51930,506840,23,2
51940,506840,23,2
51970,506840,23,3
52150,506840,23,2
52170,506840,23,2
52260,506840,23,3
52500,506840,23,2
50140,512220,23,10
50165,512220,23,1
51835,512220,23,3
51855,512220,23,3
51010,528140,85,12
51025,528140,85,12
51045,528140,85,12
51540,528140,85,1
50155,509910,23,1
50165,509910,23,1
51005,537430,23,12
51010,537430,23,12
51015,537430,23,12
51020,537430,23,12
51025,537430,23,12
51045,537430,23,12
52150,537430,23,1
52170,537430,23,1
50140,504580,23,2
51390,504580,23,3
,501640,23,2
50620,501640,23,2
50670,501640,23,1
50680,501640,23,3
50690,501640,23,2
51390,506530,23,1
51835,532810,23,3
51915,532810,23,3
51990,532810,23,1
52135,532810,23,1
52150,532810,23,2
52170,532810,23,2
52220,532810,23,1
52280,532810,23,1
50095,519150,27,4
50475,,23,1
50485,,23,1
50550,,23,3
51010,,23,12
51035,,23,12
51045,,23,12
51415,,23,12
51415,,23,12
51855,,23,3
52150,,23,1
50730,,23,6
50740,,23,6
50550,518680,23,2
51775,502120,23,3
51855,502120,23,3
51915,502120,23,3
51930,502120,23,3
51940,502120,23,3
52150,502120,23,1
52170,502120,23,1
51045,510650,23,12
51675,510650,23,1
51775,510650,23,3
51795,510650,23,2
51825,510650,23,2
51855,510650,23,3
51870,510650,23,2
51915,510650,23,3
52170,510650,23,1
52185,510650,23,12
50940,,23,1
50950,,23,1
50960,,23,1
52150,,23,1
52170,,23,1
50455,,23,1
51415,,23,12
51775,,23,3
51825,,23,3
51870,,23,3
51915,,23,3
51005,503110,10,3
51010,503110,10,1
51025,503110,10,2
51040,503110,10,1
51045,503110,10,1
51050,503110,10,2
51255,503110,10,40
51640,503110,10,1
51645,503110,10,1
51650,503110,10,1
51835,503110,10,3
51855,503110,10,3
52150,503110,10,3
52170,503110,10,3
52245,503110,10,1
51805,503110,10,10
50955,,69,2
50965,,69,2
50970,,69,2
51975,,69,4
52150,,69,1
52205,,69,4
52170,,69,1
52265,,69,4
50940,,23,2
50950,,23,2
50960,,23,2
51685,,23,1
51775,,23,3
51835,,23,3
51855,,23,3
51915,,23,3
50550,506590,23,1
50600,506590,23,1
51800,506590,23,4
51830,506590,23,4
51875,506590,23,4
52150,506590,23,2
52170,506590,23,2
51005,516160,23,12
51015,516160,23,12
51045,516160,23,12
51715,516160,23,2
51835,516160,23,3
51855,516160,23,3
51975,516160,23,2
52205,516160,23,2
52220,516160,23,1
52245,516160,23,6
52265,516160,23,2
52280,516160,23,1
50020,529920,23,2
50040,529920,23,2
50065,529920,23,2
51775,529920,23,3
51915,529920,23,3
52245,529920,23,6
51775,543090,23,3
52150,543090,23,1
52170,543090,23,2
51005,,41,12
51055,,41,12
51175,,41,2
51205,,41,2
51235,,41,2
51775,,41,1
50475,501850,23,1
50485,501850,23,1
50940,501850,23,2
50950,501850,23,2
50960,501850,23,2
51175,501850,23,4
51205,501850,23,4
51235,501850,23,4
51775,501850,23,6
51835,501850,23,6
51855,501850,23,6
51915,501850,23,6
52185,501850,23,12
50145,500300,23,1
50155,500300,23,2
50165,500300,23,2
51660,,23,1
51675,,23,1
50730,,23,3
50740,,23,3
50760,,23,3
51005,,23,12
51010,,23,12
51020,,23,12
51800,,23,2
51830,,23,2
51875,,23,2
51915,,23,3
52150,,23,1
52170,,23,1
52205,,23,2
52265,,23,2
51675,,23,1
51775,,23,6
51800,,23,1
51830,,23,1
51835,,23,6
51875,,23,1
51775,500740,23,6
51835,500740,23,6
51855,500740,23,6
51915,500740,23,6
51250,,23,3
51280,,23,3
51285,,23,1
51290,,23,1
50140,522020,105,5
51250,522020,105,3
51265,522020,105,2
51250,513760,85,3
51265,513760,85,1
51280,513760,85,1
51285,513760,85,1
51290,513760,85,1
50140,,6,2
51250,,6,1
51265,,6,1
51280,,6,1
51390,,6,2
50155,504580,2,6
50165,504580,2,2
51250,504580,2,3
51265,504580,2,2
51660,504580,2,1
51675,504580,2,1
50445,,2,4
50455,,2,1
50730,,2,4
52190,,2,12
50600,501640,2,2
,501640,2,2
50630,501640,2,1
52015,501640,2,1
51695,,23,1
51725,,23,1
51045,,23,12
51245,,23,1
51260,,23,1
50610,,23,6
50670,,23,3
50680,,23,9
50690,,23,6
50730,,23,12
50740,,23,12
50750,,23,12
52440,,23,6
52450,,23,6
52540,,23,6
50600,508550,23,2
51660,534080,15,3
51675,534080,15,3
51390,541670,15,2
50550,,15,3
50600,,15,3
50740,,15,3
50750,,15,3
51260,521340,83,1
51285,521340,83,3
51290,521340,83,3
51390,521340,83,1
51390,525630,15,5
50140,,15,3
51390,,15,5
51660,,15,3
51675,,15,3
50550,531280,15,1
50600,531280,15,1
51415,,15,60
50550,545060,15,6
50600,545060,15,6
51660,545060,15,3
51675,545060,15,3
52335,545060,15,6
50600,502490,15,2
50550,518150,15,1
51675,518150,15,1
50435,,15,2
50455,,15,1
50550,,15,8
50600,,15,4
50760,,15,6
51030,,15,2
50145,,15,2
50155,,15,1
50475,,15,3
50485,,15,3
50165,,15,1
51685,,15,1
50145,,15,1
50165,,15,2
51055,,15,12
51290,,15,1
51685,,15,2
51245,,15,1
51260,,15,1
51265,,15,1
50145,504310,15,2
50475,504310,15,1
50485,504310,15,1
50730,504310,15,3
51245,504310,15,2
51250,504310,15,1
51265,504310,15,1
51275,504310,15,1
51280,504310,15,1
50165,535020,15,2
50140,546110,15,3
51390,546110,15,5
50165,500140,15,1
51250,500140,15,1
51265,500140,15,1
51280,500140,15,1
51285,500140,15,4
51685,,15,1
51725,,15,1
50165,510860,15,1
50730,510860,15,12
50740,510860,15,12
50750,510860,15,12
50760,510860,15,12
50570,,15,12
50600,,15,6
,,15,3
50610,,15,6
50670,,15,3
50720,,15,2
50730,,15,12
50750,,15,24
50760,,15,12
52065,,15,12
52075,,15,12
50560,,15,3
50570,,15,3
50600,,15,3
,,15,3
50610,,15,3
50620,,15,3
50630,,15,3
50680,,15,3
50690,,15,3
50740,,15,6
51660,,15,1
51675,,15,1
50445,503110,23,60
50550,503110,23,1
50600,503110,23,1
50730,503110,23,10
50740,503110,23,10
50750,503110,23,1
50760,503110,23,1
51250,503110,23,100
51255,503110,23,20
51280,503110,23,80
51250,507470,23,60
51265,507470,23,25
51280,507470,23,50
51285,507470,23,50
51290,507470,23,100
51390,507470,23,200
51390,502540,15,50
50560,524280,2,1
51985,,2,3
52130,,2,3
52145,,2,3
52150,,2,3
52155,,2,3
52165,,2,3
52170,,2,2
52175,,2,3
52215,,2,3
52275,,2,3
51245,,15,1
51260,,15,1
51285,,15,1
50095,541570,15,1
51805,541570,15,1
50165,523030,15,2
51660,523030,15,1
51675,523030,15,1
51715,523030,15,3
51805,523030,15,1
51835,523030,15,3
51855,523030,15,3
51725,,15,2
51805,,15,1
50730,539810,15,4
50740,539810,15,4
50750,539810,15,3
50730,505670,27,12
50740,505670,27,15
50750,505670,27,15
50760,505670,27,6
51005,505670,27,12
51010,505670,27,12
51015,505670,27,12
51025,505670,27,12
51045,505670,27,12
51050,505670,27,12
51805,,15,1
51250,,69,3
51280,,69,2
51390,,15,50
51415,,15,60
51425,,15,60
51415,,15,48
51425,,15,24
51390,,15,5
50165,,15,1
51685,,15,1
51715,,15,1
50165,517420,15,1
51055,517420,15,12
51415,517420,15,12
51675,517420,15,1
51685,517420,15,1
51715,517420,15,1
50140,,69,1
50455,,69,1
51035,,69,12
50145,502610,27,1
50155,502610,27,1
50165,502610,27,1
51685,502610,27,1
51715,502610,27,1
50600,,15,2
50550,,15,2
51435,523090,69,12
50550,,15,6
50600,,15,6
50610,,15,3
50660,,15,6
50670,,15,2
50680,,15,3
50700,,15,3
50730,,15,12
50740,,15,12
52005,,15,3
52065,,15,6
52440,,15,12
51125,,41,2
51390,535810,84,5
52150,535810,84,2
52170,535810,84,2
51390,,84,5
51890,,84,4
51900,,84,4
51910,,84,4
51975,,84,2
52160,,84,2
52180,,84,2
52185,,84,12
52205,,84,2
52265,,84,2
51850,503580,84,3
52160,503580,84,1
52165,503580,84,3
52175,503580,84,3
52180,503580,84,1
52275,503580,84,3
50690,529990,41,1
50700,529990,41,1
50145,529990,41,1
50365,529990,41,36
51415,529990,41,36
51435,529990,41,60
51685,529990,41,1
51775,,2,4
52150,,2,2
52170,,2,2
51990,,2,3
52135,,2,3
52150,,2,2
52170,,2,2
52280,,2,3
51775,500040,2,3
51845,500040,2,2
51850,500040,2,1
52200,500040,2,3
51390,,83,10
50020,,2,1
50025,,2,1
50040,,2,1
50045,,2,1
50065,,2,1
50070,,2,1
51615,,2,1
51655,,2,1
51670,,2,1
51930,,2,1
51940,,2,1
51950,,2,1
51975,,2,1
52170,,2,1
52205,,2,1
52245,,2,3
52265,,2,1
51390,,69,140
51640,,2,1
51800,,2,4
51830,,2,4
51875,,2,4
51990,,2,1
52150,,2,2
52170,,2,2
52185,,2,12
52280,,2,1
51775,,2,6
51855,,2,6
51915,,2,6
51390,,2,10
50145,,2,1
51250,,2,3
51255,,2,1
51695,,2,1
51985,,2,2
52185,,2,24
52215,,2,2
52275,,2,2
51800,536140,2,2
51830,536140,2,2
51875,536140,2,2
52150,536140,2,1
52170,536140,2,1
51005,505360,2,12
51010,505360,2,12
51015,505360,2,12
51025,505360,2,12
51040,505360,2,12
51055,505360,2,12
51660,505360,2,1
51675,505360,2,1
51005,549950,2,12
51010,549950,2,12
51015,549950,2,12
51025,549950,2,12
51040,549950,2,12
51055,549950,2,12
51775,,2,2
51660,,2,1
51675,,2,1
51925,,2,3
51930,,2,3
51945,,2,3
51950,,2,3
51175,,2,2
51195,,2,1
51205,,2,2
51210,,2,1
51235,,2,2
51240,,2,1
51775,,2,6
51800,,2,4
51830,,2,4
51855,,2,6
51875,,2,4
52150,,2,1
52170,,2,1
52190,,2,6
51660,,2,3
51675,,2,3
51030,533500,2,2
51045,533500,2,1
50145,,2,1
50475,,2,1
50485,,2,1
51250,,2,1
51660,,2,1
51675,,2,1
51775,,2,6
51855,,2,1
51915,,2,6
52185,,2,12
51175,,2,1
51205,,2,1
51235,,2,1
51775,,2,3
51800,,2,2
51830,,2,2
51855,,2,6
51875,,2,2
51915,,2,3
52150,,2,1
52170,,2,1
52185,,2,12
50475,541850,2,1
50485,541850,2,1
50945,541850,2,6
50955,541850,2,2
50965,541850,2,2
50970,541850,2,2
51660,541850,2,1
51675,541850,2,1
51035,501660,2,1
51045,501660,2,1
51050,501660,2,1
51775,501660,2,3
51855,501660,2,6
51915,501660,2,3
51990,501660,2,6
52220,501660,2,6
52280,501660,2,6
50485,,2,1
51660,,2,1
51675,,2,1
51855,,2,3
52150,,2,1
52170,,2,1
51660,528630,2,1
51675,528630,2,1
51800,528630,2,4
51830,528630,2,4
51875,528630,2,4
51930,528630,2,4
51940,528630,2,4
51950,528630,2,4
51990,,2,6
52150,,2,3
52170,,2,3
52220,,2,6
52280,,2,6
51250,,2,3
51255,,2,1
51800,,2,4
51830,,2,4
51875,,2,4
51975,,2,4
52120,,2,4
52145,,2,2
52150,,2,1
52165,,2,2
52170,,2,1
52175,,2,2
52200,,2,6
52205,,2,4
52245,,2,6
51775,,2,3
51855,,2,3
52150,,2,1
52170,,2,1
51390,516660,2,10
51855,514170,2,6
51990,514170,2,6
52150,514170,2,2
52170,514170,2,2
52220,514170,2,6
52280,514170,2,6
51390,,2,5
51650,501510,2,1
51660,501510,2,3
51675,501510,2,3
51990,501510,2,4
52135,501510,2,3
52280,501510,2,3
50485,,2,1
50940,,2,2
50950,,2,2
50960,,2,2
51775,,2,6
51915,,2,6
52200,,2,6
50670,501640,2,2
50140,,2,1
50155,,2,1
50165,,2,2
51390,,2,2
51715,,2,1
50465,515420,62,3
51805,515420,62,1
52135,515420,62,1
52150,515420,62,2
52170,515420,62,2
52220,515420,62,1
52280,515420,62,1
51775,527950,62,6
51780,527950,62,1
51915,527950,62,6
51920,527950,62,1
52150,527950,62,2
52170,527950,62,2
51775,,62,6
51795,,62,4
51825,,62,4
51835,,62,6
51855,,62,6
51870,,62,4
51915,,62,6
51975,,62,4
52150,,62,1
52170,,62,1
52205,,62,4
52245,,62,12
52265,,62,4
51775,,62,1
51915,,62,3
51250,539220,62,2
51260,539220,62,2
51275,539220,62,2
50445,501040,62,12
50465,,62,1
51045,,62,12
51415,,62,12
51245,512820,62,2
51260,512820,62,1
51275,512820,62,1
50365,541070,62,12
51415,541070,62,12
51435,541070,62,12
51745,541070,62,12
51245,506140,62,1
51275,506140,62,1
51285,506140,62,1
50600,,62,2
50090,,62,15
50145,,62,2
50165,,62,1
51685,,62,1
51715,,62,1
51775,,62,3
51795,,62,2
51825,,62,2
51835,,62,3
51870,,62,2
51975,,62,2
52170,,62,1
52205,,62,2
52265,,62,2
50990,,62,3
51165,,62,3
51175,,62,4
51220,,62,4
51235,,62,4
51775,,62,2
51915,,62,2
51985,539690,62,2
52130,539690,62,2
52150,539690,62,4
52170,539690,62,4
52275,539690,62,2
50095,529830,62,2
50140,506550,62,3
50155,506550,62,2
51390,528400,62,5
51775,,62,3
51975,,62,3
51985,,62,2
52120,,62,3
52150,,62,4
52170,,62,4
52205,,62,3
52215,,62,2
52265,,62,3
52275,,62,2
52150,,62,1
52170,,62,1
52280,,62,1
51775,,62,3
51835,,62,3
51855,,62,3
51885,,62,2
51895,,62,2
51905,,62,2
51915,,62,3
51975,,62,3
52150,,62,1
52170,,62,2
52190,,62,6
52265,,62,3
51775,,62,6
51795,,62,2
51800,,62,4
51825,,62,2
51830,,62,4
51835,,62,3
51855,,62,3
51870,,62,2
51875,,62,4
51915,,62,6
51975,,62,4
52205,,62,4
52265,,62,4
51005,,62,12
51775,,62,6
51780,,62,2
51930,,62,2
51940,,62,2
51950,,62,2
52185,,62,12
50020,,27,1
50040,,27,1
50065,,27,1
50730,,27,3
50740,,27,3
50750,,27,3
50955,,27,1
50965,,27,1
50970,,27,1
52245,,27,3
50600,,27,2
51190,539480,27,6
51205,539480,27,6
51220,539480,27,6
51235,539480,27,6
51775,539480,27,6
51835,539480,27,6
51855,539480,27,6
51915,539480,27,6
51285,,41,1
51290,,41,1
50415,,94,1
50905,,94,1
50915,,94,1
51235,,94,2
51890,,94,1
51900,,94,3
51910,,94,2
52190,,94,6
52335,,94,24
50155,504580,94,7
51250,504580,94,3
51265,504580,94,2
51300,504580,94,1
51660,504580,94,1
51675,504580,94,1
52425,504580,94,1
50550,,94,3
50570,,94,3
50600,,94,3
50610,,94,3
50620,,94,3
50680,,94,3
50740,,94,6
50750,,94,6
51995,,94,3
52005,,94,3
52015,,94,3
52025,,94,3
52065,,94,3
52075,,94,6
50145,,94,1
50155,,94,1
50165,,94,1
51415,,94,12
51660,,94,1
51675,,94,1
51250,500240,94,1
51285,501950,94,2
51985,,94,3
50550,503110,94,1
50600,503110,94,2
51290,,94,1
51250,500240,94,1
51255,500240,94,1
51285,500240,94,1
51250,,94,2
51265,,94,2
50550,515290,3,3
50600,515290,3,3
51990,,10,7
52135,,10,7
52150,,10,4
52170,,10,5
52220,,10,6
52280,,10,7
51645,,12,1
51650,,12,1
51890,,12,4
51900,,12,4
51910,,12,4
51990,,12,1
52135,,12,1
52150,,12,4
52170,,12,4
52220,,12,1
52280,,12,1
51645,,23,2
51650,,23,2
51890,,23,2
51900,,23,5
51910,,23,5
51990,,23,1
52135,,23,1
52150,,23,3
52170,,23,4
52220,,23,2
52280,,23,2
51890,,15,6
51900,,15,6
51910,,15,6
51990,,15,1
52135,,15,1
52150,,15,2
52170,,15,2
52220,,15,1
52280,,15,1
51190,506400,27,12
51125,517160,27,1
51495,517160,27,2
50550,,27,6
50600,,27,3
50730,,27,6
50740,,27,6
50750,,27,6
50790,,27,3
50810,,27,3
50365,527890,41,12
50385,527890,41,12
50600,527890,41,6
,527890,41,6
50610,527890,41,6
50620,527890,41,6
50630,527890,41,6
50670,527890,41,3
50680,527890,41,3
50690,527890,41,3
50720,527890,41,2
50730,527890,41,7
50770,527890,41,2
51425,527890,41,12
52015,527890,41,3
51975,526110,41,6
51985,526110,41,6
51990,526110,41,4
52120,526110,41,6
52130,526110,41,6
52135,526110,41,4
52185,526110,41,4
52205,526110,41,6
52215,526110,41,6
52220,526110,41,6
52265,526110,41,6
52275,526110,41,6
52280,526110,41,4
50020,,41,1
50040,,41,1
50320,,41,1
51235,,41,5
51575,,41,5
51600,,41,1
52200,,41,1
52460,,41,1
52490,,41,1
52540,,41,96
50155,504580,10,9
50165,504580,10,3
51250,504580,10,3
51265,504580,10,1
50455,,10,1
50740,,10,3
51220,,10,1
51890,,10,2
51900,,10,2
51910,,10,3
52190,,10,6
51250,,10,1
51265,,10,1
51280,,10,1
51285,,10,1
51290,,10,1
51250,,10,2
51265,,10,2
50455,500240,10,1
50465,500240,10,2
51285,500240,10,1
51290,500240,10,1
51255,,10,1
51280,,10,1
51285,,10,1
50155,502190,83,1
50165,502190,83,1
51715,502190,83,1
51835,523740,24,3
51855,523740,24,3
51870,523740,24,3
51930,523740,24,1
51940,523740,24,1
51950,523740,24,1
52170,523740,24,1
52190,523740,24,6
50165,,85,1
51715,,85,1
51775,,85,3
51835,,85,3
51855,,85,3
52150,,85,2
52170,,85,2
51915,,85,3
50165,,85,2
51035,,85,12
51715,,85,1
51775,543850,3,3
51915,543850,3,3
50165,,3,1
51045,,3,12
50750,543830,3,12
50140,,3,2
50445,,3,2
51010,,3,12
51045,,3,12
51390,,3,2
51775,,3,5
51835,,3,6
51855,,3,6
51915,,3,3
50940,517920,3,1
50950,517920,3,1
50960,517920,3,1
51775,517920,3,3
51855,517920,3,3
52150,517920,3,1
52170,517920,3,1
51180,,3,1
51190,,3,4
51195,,3,1
51220,,3,4
51235,,3,4
51240,,3,1
51775,,3,3
51835,,3,3
51855,,3,3
51915,,3,3
52200,,3,1
50165,,3,4
50550,,3,1
50600,,3,1
51675,,3,1
51775,,3,3
51835,,3,3
51855,,3,3
51915,,3,3
51975,,3,2
52120,,3,2
52150,,3,2
52170,,3,2
52205,,3,2
51015,,3,12
51020,,3,12
51040,,3,12
51660,,3,1
51675,,3,1
51115,,3,2
51130,,3,2
51140,,3,2
51260,,3,1
51660,,3,1
51675,,3,1
50445,507930,3,12
51800,507930,3,12
51830,507930,3,12
51875,507930,3,12
52150,507930,3,1
52170,507930,3,1
51660,517720,3,1
51675,517720,3,1
50730,,3,3
50760,,3,3
50940,,3,1
50950,,3,1
50960,,3,1
51015,,3,12
51020,,3,12
51025,,3,12
51035,,3,12
51040,,3,12
51050,,3,12
51415,,3,12
51775,,3,3
51845,,3,1
51850,,3,2
51915,,3,3
50145,507470,15,5
50155,507470,15,5
50165,507470,15,5
51250,507470,15,50
51265,507470,15,25
51285,507470,15,150
51290,507470,15,100
51390,507470,15,150
51805,507470,15,10
51250,507470,83,125
51255,507470,83,10
51280,507470,83,50
51285,507470,83,150
51290,507470,83,100
51250,505610,69,5
51265,505610,69,2
51280,505610,69,3
50140,,69,2
50155,,69,3
50165,,69,2
51250,,69,5
51260,,69,5
51265,,69,5
51280,,69,5
51390,,69,15
51805,,69,5
